oob-359404230035504	-	??	
oob-359404230234776	-	??	
oob-359404230273642	89457300000013808699	Onomondo ApS	2025-01-08T16:15:08.050Z
oob-355025930003908	89470060171107305570	Telenor AS	2024-09-26T12:37:56.449Z
oob-359404230273147	89457300000022339918	Onomondo ApS	2025-01-26T13:24:00.078Z
oob-355025930003866	89457300000022397387	Onomondo ApS	2025-01-15T17:37:24.822Z
oob-359404232195470	8931088417052160255	KPN Telecom B.V., Card Services	2025-02-13T07:53:29.543Z
oob-359404230236060	-	??	
oob-359404230239932	89457300000025572846	Onomondo ApS	2025-02-20T16:53:38.168Z
oob-359404230212616	8944501207213722263	JT (Jersey) Limited	2025-02-08T15:59:17.297Z
oob-359404230233273	89444611503501459760	Cloud9 Mobile Communications Limited	2025-02-17T17:54:20.584Z
oob-359404230245236	89457300000013816452	Onomondo ApS	2025-01-21T18:44:54.001Z
oob-359404230308190	89457300000022341039	Onomondo ApS	2025-02-24T09:22:46.642Z
oob-359404230233224	89457300000022330925	Onomondo ApS	2025-02-20T18:42:35.809Z
oob-359404230261118	89457300000022387479	Onomondo ApS	2025-02-19T07:25:37.229Z
oob-359404230233489	89148000006066592054	Verizon Wireless	2025-01-06T17:46:12.396Z
oob-359404230233232	89457300000022321502	Onomondo ApS	2025-02-08T08:37:01.753Z
oob-359404230235062	89470060171107305562	Telenor AS	2024-12-30T15:14:52.466Z
oob-359404230041676	89470060200703376246	Telenor AS	2025-02-21T11:01:52.122Z
oob-359404230237142	89457300000022323185	Onomondo ApS	2025-02-04T12:26:46.207Z
oob-359404230212624	89457300000022339553	Onomondo ApS	2025-02-02T16:28:08.798Z
oob-359404230244668	-	??	
oob-359404230236037	89457300000022332244	Onomondo ApS	2025-02-21T19:51:16.836Z
oob-355025930003783	89882806660010541425	1NCE GmbH	2024-09-03T13:11:10.447Z
oob-359404230243975	8931080520035825023	KPN Telecom B.V., Card Services	2025-01-17T07:26:44.687Z
oob-359404230231418	89457300000022336500	Onomondo ApS	2025-01-17T07:03:09.619Z
oob-359404230244783	89457300000025574602	Onomondo ApS	2025-02-24T01:09:55.043Z
oob-359404230035199	89470060220906000021	Telenor AS	2025-02-11T11:00:23.250Z
oob-359404230041783	8931080620054309584	KPN Telecom B.V., Card Services	2024-10-03T11:05:16.577Z
oob-359404230241888	89457300000022325867	Onomondo ApS	2025-01-10T16:08:46.109Z
oob-359404230241789	89470060210128019214	Telenor AS	2025-02-24T07:39:59.507Z
oob-359404230238983	89457300000022326022	Onomondo ApS	2025-02-24T12:36:16.620Z
oob-359404230241235	-	??	
oob-359404230238215	89457300000022323466	Onomondo ApS	2025-01-31T19:12:27.775Z
oob-359404230398357	-	??	
oob-359404230235377	-	??	
oob-359404230261308	-	??	
oob-359404230402233	-	??	
oob-359404230212129	89457300000022347580	Onomondo ApS	2025-01-29T21:06:57.450Z
oob-359404230244452	-	??	
oob-359404230232606	89457300000022332442	Onomondo ApS	2025-02-24T11:38:03.992Z
oob-359404230272446	89444611503501410722	Cloud9 Mobile Communications Limited	2025-02-20T14:33:26.097Z
oob-359404230261225	89999232004250447413	??	2025-02-17T17:57:14.807Z
oob-359404230235195	89444611503501446163	Cloud9 Mobile Communications Limited	2025-01-31T16:36:17.136Z
oob-359404230041668	89457300000022342037	Onomondo ApS	2024-11-28T12:06:41.873Z
oob-355025930003775	89470060211015103863	Telenor AS	2024-12-18T15:03:14.840Z
oob-359404230245376	89882280000126652128	Telekom Deutschland GmbH	2025-02-21T22:35:31.706Z
oob-359404230273055	89457300000022339884	Onomondo ApS	2025-01-06T16:54:41.866Z
oob-359404230238587	89444611503501459919	Cloud9 Mobile Communications Limited	2025-01-25T13:37:53.766Z
oob-359404230237191	-	??	
oob-359404230274889	89457300000022336435	Onomondo ApS	2024-12-24T07:07:00.045Z
oob-359404230041759	89470060210610150980	Telenor AS	2024-10-09T19:21:25.287Z
oob-359404230261373	89457300000022387156	Onomondo ApS	2025-02-17T08:13:35.628Z
oob-359404230212095	89882280666128085739	Telekom Deutschland GmbH	2025-02-19T06:54:45.567Z
oob-359404230235427	-	??	
oob-359404230241904	89457300000022368743	Onomondo ApS	2024-12-09T05:45:03.319Z
oob-359404230244114	89457300000025572226	Onomondo ApS	2025-01-24T22:07:42.812Z
oob-350457790076150	89320420000011300157	Belgacom International Carrier Services S.A. (BICS SA)	2024-10-21T11:32:37.091Z
oob-359404230261340	89457387300008502315	Onomondo ApS	2025-02-19T08:54:54.272Z
oob-359404230243207	89457300000025575310	Onomondo ApS	2025-02-10T01:46:43.428Z
oob-359404230231129	89457300000022326014	Onomondo ApS	2025-02-24T12:07:18.929Z
oob-359404230233240	89444611503501459877	Cloud9 Mobile Communications Limited	2025-02-07T11:33:20.402Z
oob-359404230041767	89470060190924028108	Telenor AS	2024-10-10T14:15:15.978Z
oob-359404230236912	-	??	2025-02-20T15:00:36.164Z
oob-359404230233703	8942310223000892438	SORACOM CORPORATION, LTD.	2025-02-22T15:42:48.220Z
oob-359404230034986	89444611503501405888	Cloud9 Mobile Communications Limited	2024-12-10T00:45:46.352Z
oob-359404230261035	89457300000022388246	Onomondo ApS	2024-11-29T11:54:03.265Z
oob-359404230035413	89457300000022364981	Onomondo ApS	2025-01-20T13:35:54.509Z
oob-359404230245004	89457300000022387297	Onomondo ApS	2024-12-20T20:03:44.224Z
oob-359404230238637	89457300000022321577	Onomondo ApS	2025-01-11T06:11:23.567Z
oob-359404230035207	89470060190924026045	Telenor AS	2024-10-10T13:55:27.050Z
oob-359404230236656	898604862620C0166753	??	2025-02-22T06:14:20.982Z
oob-359404230260862	89148000008244210708	Verizon Wireless	2024-12-23T04:05:12.703Z
oob-355025930009137	89470060171107399722	Telenor AS	2025-02-18T13:44:32.141Z
oob-359404230243397	89457300000022387891	Onomondo ApS	2024-12-18T17:27:07.660Z
oob-359404230231178	8931080019073513930	KPN Telecom B.V., Card Services	2025-02-02T00:18:20.032Z
oob-359404230245434	89457300000013495125	Onomondo ApS	2025-02-22T17:46:27.682Z
oob-359404230212574	89457300000013811610	Onomondo ApS	2025-02-20T14:23:57.693Z
oob-359404230275621	89444611503501410649	Cloud9 Mobile Communications Limited	2025-02-09T19:14:18.187Z
oob-359404230235740	898604A62621C0303436	??	2025-02-24T07:02:00.067Z
oob-355025930008394	89450421190610553027	Telia Sonera A/S	2025-01-10T13:58:02.834Z
oob-359404230273949	89444611503501407009	Cloud9 Mobile Communications Limited	2025-02-13T17:13:40.369Z
oob-359404230035454	89457387300008608070	Onomondo ApS	2024-10-15T12:33:16.582Z
oob-359404230233331	89457300000022323979	Onomondo ApS	2025-02-03T17:07:19.531Z
oob-359404230245020	89444611503501467672	Cloud9 Mobile Communications Limited	2024-12-09T15:24:12.989Z
oob-359404230234446	-	??	
oob-359404230243512	89457300000025572721	Onomondo ApS	2025-02-08T22:18:14.810Z
oob-359404230235112	8935806200101459312	DNA Oyj	2024-12-17T15:02:47.698Z
oob-359404230041585	8931080620054309584	KPN Telecom B.V., Card Services	2024-10-17T06:27:04.176Z
oob-359404230260888	89457300000022389228	Onomondo ApS	2025-01-23T20:14:30.296Z
oob-359404230235393	89457300000022323243	Onomondo ApS	2024-12-21T03:26:26.093Z
oob-359404230236268	89840480009456680712	??	2025-02-21T06:55:42.567Z
oob-359404230233547	8944110069169692715	Telecom Securicor Cellular Radio Ltd	2025-01-27T21:53:25.220Z
oob-359404230274814	89999232004250449757	??	2025-02-13T21:49:20.675Z
oob-359404230244395	-	??	
oob-359404230212020	89444611503501409039	Cloud9 Mobile Communications Limited	2024-12-30T20:09:16.678Z
oob-359404230231673	89457300000022336609	Onomondo ApS	2025-01-08T07:45:28.482Z
oob-359404230402381	89457300000022335262	Onomondo ApS	2025-02-19T02:53:28.104Z
oob-359404230410012	89457300000022335411	Onomondo ApS	2025-02-04T09:24:38.439Z
oob-359404230238876	898604971121C0091666	??	2025-01-31T07:06:46.125Z
oob-359404230243827	89457300000025572663	Onomondo ApS	2024-12-24T18:09:40.770Z
oob-359404230275654	89444611503501410755	Cloud9 Mobile Communications Limited	2025-02-21T11:16:45.204Z
oob-359404230231582	89457300000022336617	Onomondo ApS	2025-01-08T07:33:04.069Z
oob-359404230212582	89444611503501411084	Cloud9 Mobile Communications Limited	2025-01-29T19:39:28.350Z
oob-359404230235385	89860802022080003043	??	2025-02-24T09:10:25.043Z
oob-359404230240948	89444611503501424913	Cloud9 Mobile Communications Limited	2025-01-17T02:47:12.501Z
oob-359404230034713	89999232004250447793	??	2025-02-17T19:13:16.573Z
oob-359404230261399	8964050087228071291	??	2025-02-24T08:17:33.035Z
oob-359404230396419	-	??	
oob-359404230275019	89457300000022336617	Onomondo ApS	2025-02-20T07:57:21.785Z
oob-359404230232713	89457300000022336526	Onomondo ApS	2024-12-19T14:23:23.815Z
oob-359404230275480	-	??	
oob-359404230233810	89148000005980888432	Verizon Wireless	2025-01-06T17:46:37.013Z
oob-359404230275530	-	??	2025-01-27T14:31:02.691Z
oob-359404230273824	89444611503501426470	Cloud9 Mobile Communications Limited	2025-01-02T15:54:58.231Z
oob-359404230035611	89457300000022342326	Onomondo ApS	2024-09-26T12:47:24.943Z
oob-359404230243926	89444611503501468894	Cloud9 Mobile Communications Limited	2025-02-06T20:35:33.322Z
oob-359404230241557	8944477100000940067	Truphone Limited	2025-01-13T14:52:43.783Z
oob-359404230274954	89444611503501434359	Cloud9 Mobile Communications Limited	2024-12-20T13:36:22.207Z
oob-359404230041734	8931080620054309584	KPN Telecom B.V., Card Services	2024-10-03T11:03:14.679Z
oob-359404230233620	89550680357004011390	??	2025-02-24T08:56:42.798Z
oob-359404230232556	89550452000016357221	TIM	2025-02-17T15:59:56.741Z
oob-359404230035421	89450421170907093341	Telia Sonera A/S	2024-12-05T16:34:14.923Z
oob-359404230231384	89457300000022336807	Onomondo ApS	2025-02-06T22:50:21.354Z
oob-359404230274863	89470060171107305570	Telenor AS	2025-02-24T12:09:41.624Z
oob-359404230231905	89457300000022336492	Onomondo ApS	2025-01-31T04:56:48.145Z
oob-359404230400138	-	??	2025-01-30T23:16:27.020Z
oob-359404230035520	89148000006066592062	Verizon Wireless	2024-11-25T23:19:38.487Z
oob-359404230239924	89444611503501423576	Cloud9 Mobile Communications Limited	2025-02-14T14:42:49.290Z
oob-355025930009244	89457300000022387149	Onomondo ApS	2024-11-26T08:25:22.588Z
oob-359404230261282	89457300000022387461	Onomondo ApS	2025-01-17T18:26:44.973Z
oob-359404230041775	89457300000022342201	Onomondo ApS	2024-10-07T06:58:07.861Z
oob-359404230213218	89457300000022339405	Onomondo ApS	2025-01-16T00:46:07.515Z
oob-359404230233638	89444611503501458952	Cloud9 Mobile Communications Limited	2025-02-21T12:14:37.834Z
oob-359404230034952	8931080620054309584	KPN Telecom B.V., Card Services	2024-10-03T11:08:49.313Z
oob-359404230035223	89470060211015103921	Telenor AS	2024-09-27T14:51:49.054Z
oob-359404230232150	89457300000022322492	Onomondo ApS	2024-12-24T10:51:40.002Z
oob-355025930009293	89457300000013808277	Onomondo ApS	2024-11-13T05:09:47.166Z
oob-359404230237605	89460850027038413294	Telenor Sverige AB	2025-02-16T23:02:48.124Z
oob-359404230034887	89457300000013811834	Onomondo ApS	2025-01-09T14:51:12.369Z
oob-359404230035124	89470060210610150980	Telenor AS	2024-11-08T12:38:15.243Z
oob-359404230244304	89457300000025573323	Onomondo ApS	2025-02-20T21:21:36.602Z
oob-359404230231731	-	??	
oob-359404230230600	89457300000025574982	Onomondo ApS	2025-01-21T21:24:00.412Z
oob-359404230232630	89457300000022336377	Onomondo ApS	2025-02-03T15:41:27.537Z
oob-359404232195314	8935806200101459312	DNA Oyj	2025-02-12T17:25:05.356Z
oob-359404230034838	89148000006066592070	Verizon Wireless	2025-01-22T19:03:16.285Z
oob-359404230236078	89470060211015104010	Telenor AS	2025-01-10T14:07:15.561Z
oob-359404230035280	89457387300008502109	Onomondo ApS	2025-01-06T13:25:13.234Z
oob-359404230231038	-	??	
oob-359404230035637	89457300000022342219	Onomondo ApS	2024-09-26T12:11:02.367Z
oob-359404230239445	89370000000021505756	??	2025-02-24T12:04:18.634Z
oob-359404230238819	89444611503501459059	Cloud9 Mobile Communications Limited	2024-12-26T05:28:23.921Z
oob-359404230234214	89457300000022329547	Onomondo ApS	2025-02-24T10:27:35.789Z
oob-359404230235732	-	??	
oob-359404230236920	89457300000022332905	Onomondo ApS	2025-02-20T22:18:24.001Z
oob-359404230239387	-	??	
oob-359404230239403	89444611503501460875	Cloud9 Mobile Communications Limited	2025-02-13T17:05:53.919Z
oob-359404230235963	8948031728000031519	??	2024-12-19T15:56:30.900Z
oob-359404230274921	89444611503501423808	Cloud9 Mobile Communications Limited	2025-02-03T09:06:17.752Z
oob-359404230261167	89444611503501467169	Cloud9 Mobile Communications Limited	2025-01-21T12:18:36.063Z
oob-359404230231095	89470060200703376246	Telenor AS	2025-02-24T08:02:18.234Z
health-check-7f7f3f8d-e4ea-448d-9019-fce4c2666c90	-	??	2024-11-26T17:22:53.755Z
oob-359404230235252	89444611503501422859	Cloud9 Mobile Communications Limited	2025-02-07T14:53:46.384Z
oob-359404230260797	89457300000022387214	Onomondo ApS	2025-02-19T05:09:04.159Z
oob-359404230396336	89457300000025584569	Onomondo ApS	2025-02-21T11:25:27.524Z
oob-359404230244718	89457300000025572390	Onomondo ApS	2025-02-24T08:12:09.825Z
oob-359404230242241	89444611503501423980	Cloud9 Mobile Communications Limited	2025-02-17T23:59:41.919Z
oob-359404232195413	89358020191128090700	Elisa Corporation	2025-02-15T09:16:02.457Z
oob-359404230233554	89444611503501459968	Cloud9 Mobile Communications Limited	2025-02-16T21:41:40.833Z
oob-359404230236805	89457300000022325040	Onomondo ApS	2024-12-18T00:53:10.535Z
oob-352656106679718	8931080620054220898	KPN Telecom B.V., Card Services	2024-11-29T15:45:21.298Z
oob-359404232195249	89457300000022402245	Onomondo ApS	2025-02-19T09:04:00.539Z
oob-359404230233984	-	??	
oob-359404230230550	89444611503501471245	Cloud9 Mobile Communications Limited	2025-02-09T22:01:05.074Z
oob-359404230241003	89457300000022337029	Onomondo ApS	2025-01-09T18:17:16.390Z
oob-355025930008964	89470060210128019222	Telenor AS	2025-02-21T10:59:01.943Z
oob-359404230212822	89457300000022339801	Onomondo ApS	2025-02-09T14:37:04.160Z
oob-359404230261522	-	??	
oob-359404230233646	-	??	
oob-359404230035249	89457387300008851977	Onomondo ApS	2025-01-08T13:51:14.721Z
oob-359404230261332	-	??	
oob-359404230241706	89610180002750775974	Telstra Corporation Ltd.	2025-02-06T02:08:35.325Z
oob-359404230261357	89470060171107399979	Telenor AS	2024-12-25T22:02:37.019Z
oob-359404230232382	8942310023000009268	SORACOM CORPORATION, LTD.	2025-02-18T19:15:24.447Z
oob-355025930003841	89457300000013818011	Onomondo ApS	2025-02-24T12:28:30.087Z
oob-355025930003791	89470060190924026110	Telenor AS	2024-11-18T14:27:31.593Z
oob-359404230238066	89457300000022323953	Onomondo ApS	2025-01-21T14:42:32.326Z
oob-359404232195165	89457387300008852017	Onomondo ApS	2025-02-21T08:35:00.426Z
oob-359404232195298	-	??	2025-02-24T08:51:18.186Z
oob-359404230034937	89470060200703376279	Telenor AS	2025-02-13T07:49:07.657Z
oob-359404230244312	89457300000025574602	Onomondo ApS	2025-02-24T04:23:09.930Z
oob-359404230237951	-	??	
oob-359404230235286	89444611503501422842	Cloud9 Mobile Communications Limited	2025-02-06T21:57:11.689Z
oob-359404230273972	89457300000022341054	Onomondo ApS	2025-02-18T15:07:00.172Z
oob-359404230261233	89444611503501471930	Cloud9 Mobile Communications Limited	2024-12-20T06:44:31.323Z
oob-350457790074718	8931080620054291014	KPN Telecom B.V., Card Services	2024-08-15T08:53:59.854Z
oob-359404230234719	89457300000025574404	Onomondo ApS	2025-01-02T16:40:50.061Z
oob-359404230244940	-	??	
oob-359404230212103	89444611503501408114	Cloud9 Mobile Communications Limited	2025-02-23T09:32:54.473Z
oob-359404230275332	8934072500005666601	Telefónica Móviles España, SAU	2025-02-21T09:59:13.770Z
oob-359404230239643	89883030000115061225	EMnify GmbH	2025-02-17T16:56:33.450Z
oob-358299840020255	89470060210128019222	Telenor AS	2025-02-20T16:48:51.945Z
oob-359404230212780	89610180004248516374	Telstra Corporation Ltd.	2025-01-14T04:58:33.835Z
oob-359404230235476	-	??	
oob-359404230232044	89457300000022374659	Onomondo ApS	2025-02-16T14:42:03.091Z
oob-359404230243967	8931080620054241407	KPN Telecom B.V., Card Services	2025-01-10T02:48:00.989Z
oob-359404230274780	89457300000022349396	Onomondo ApS	2025-02-21T08:30:28.388Z
oob-359404230212590	89457300000022339850	Onomondo ApS	2025-02-20T12:34:23.651Z
oob-359404230260805	89444611503501467557	Cloud9 Mobile Communications Limited	2025-02-24T00:12:43.152Z
oob-359404230041684	-	??	
oob-359404230243405	8944501511210132537	JT (Jersey) Limited	2024-12-18T19:04:25.477Z
oob-359404230231533	89470060211015104044	Telenor AS	2024-12-06T11:34:32.128Z
oob-351901930732429	8931080620054226267	KPN Telecom B.V., Card Services	2025-02-13T08:14:57.850Z
oob-359404230239288	89457300000025576748	Onomondo ApS	2025-01-06T01:29:16.438Z
oob-359404230213077	89457300000022339538	Onomondo ApS	2025-01-31T13:05:44.826Z
oob-359404230231681	89457300000022332897	Onomondo ApS	2025-02-05T01:14:09.670Z
oob-359404230230675	89457300000022324803	Onomondo ApS	2025-01-17T20:41:54.644Z
oob-352656108602296	89457387300008502299	Onomondo ApS	2024-11-24T06:08:57.556Z
oob-359404230241698	89470060211015104002	Telenor AS	2025-01-10T14:16:09.212Z
oob-359404230230808	8944110069011678623	Telecom Securicor Cellular Radio Ltd	2025-02-20T14:32:06.929Z
oob-359404230260607	89457300000022387255	Onomondo ApS	2025-01-14T13:34:29.929Z
oob-359404230237670	-	??	2025-02-08T03:47:49.576Z
